"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs alt","ARs alt Unit","ARs","ARs Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","14","14","14","y","14 roků PAL=1,6","1","0","Chlapci",,,,,"NA",,2513,"kcal/den","10,5","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","14","14","14","y","14 roků PAL=1,8","1","0","Chlapci",,,,,"NA",,2828,"kcal/den","11,8","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","14","14","14","y","14 roků PAL=2,0","1","0","Chlapci",,,,,"NA",,3142,"kcal/den","13,1","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","15","15","15","y","15 roků PAL=1,6","1","0","Chlapci",,,,,"NA",,2699,"kcal/den","11,3","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","15","15","15","y","15 roků PAL=1,8","1","0","Chlapci",,,,,"NA",,3036,"kcal/den","12,7","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","15","15","15","y","15 roků PAL=2,0","1","0","Chlapci",,,,,"NA",,3374,"kcal/den","14,1","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","16","16","16","y","16 roků PAL=1,6","1","0","Chlapci",,,,,"NA",,2845,"kcal/den","11,9","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","16","16","16","y","16 roků PAL=1,8","1","0","Chlapci",,,,,"NA",,3201,"kcal/den","13,4","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","16","16","16","y","16 roků PAL=2,0","1","0","Chlapci",,,,,"NA",,3556,"kcal/den","14,9","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","17","17","17","y","17 roků PAL=1,6","1","0","Chlapci",,,,,"NA",,2940,"kcal/den","12,3","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","17","17","17","y","17 roků PAL=1,8","1","0","Chlapci",,,,,"NA",,3307,"kcal/den","13,8","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","17","17","17","y","17 roků PAL=2,0","1","0","Chlapci",,,,,"NA",,3675,"kcal/den","15,4","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok PAL=1,4","0","1","Dívky",,,,,"NA",,712,"kcal/den","3","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","2","2","2","y","2 roky PAL=1,4","0","1","Dívky",,,,,"NA",,946,"kcal/den","4","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","3","3","3","y","3 roky PAL=1,4","0","1","Dívky",,,,,"NA",,1096,"kcal/den","4,6","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","4","4","4","y","4 roky PAL=1,4","0","1","Dívky",,,,,"NA",,1168,"kcal/den","4,9","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","4","4","4","y","4 roky PAL=1,6","0","1","Dívky",,,,,"NA",,1335,"kcal/den","5,6","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","4","4","4","y","4 roky PAL=1,8","0","1","Dívky",,,,,"NA",,1502,"kcal/den","6,3","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","5","5","5","y","5 roků PAL=1,4","0","1","Dívky",,,,,"NA",,1239,"kcal/den","5,2","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","5","5","5","y","5 roků PAL=1,6","0","1","Dívky",,,,,"NA",,1417,"kcal/den","5,9","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","5","5","5","y","5 roků PAL=1,8","0","1","Dívky",,,,,"NA",,1594,"kcal/den","6,7","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","6","6","6","y","6 roků PAL=1,4","0","1","Dívky",,,,,"NA",,1312,"kcal/den","5,5","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","6","6","6","y","6 roků PAL=1,6","0","1","Dívky",,,,,"NA",,1500,"kcal/den","6,3","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","6","6","6","y","6 roků PAL=1,8","0","1","Dívky",,,,,"NA",,1687,"kcal/den","7,1","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","7","7","7","y","7 roků PAL=1,4","0","1","Dívky",,,,,"NA",,1392,"kcal/den","5,8","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","7","7","7","y","7 roků PAL=1,6","0","1","Dívky",,,,,"NA",,1591,"kcal/den","6,7","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","7","7","7","y","7 roků PAL=1,8","0","1","Dívky",,,,,"NA",,1790,"kcal/den","7,5","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","8","8","8","y","8 roků PAL=1,4","0","1","Dívky",,,,,"NA",,1477,"kcal/den","6,2","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","8","8","8","y","8 roků PAL=1,6","0","1","Dívky",,,,,"NA",,1688,"kcal/den","7,1","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","8","8","8","y","8 roků PAL=1,8","0","1","Dívky",,,,,"NA",,1899,"kcal/den","7,9","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","9","9","9","y","9 roků PAL=1,4","0","1","Dívky",,,,,"NA",,1566,"kcal/den","6,6","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","9","9","9","y","9 roků PAL=1,6","0","1","Dívky",,,,,"NA",,1790,"kcal/den","7,5","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","9","9","9","y","9 roků PAL=1,8","0","1","Dívky",,,,,"NA",,2013,"kcal/den","8,4","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Děti a adolescenti","Děti a adolescenti","10","10","10","y","10 roků PAL=1,6","0","1","Dívky",,,,,"NA",,1818,"kcal/den","7,6","MJ/den","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pro děti a dospělé jsou průměrné potřeby (AR) pro energii poskytovány pro různé úrovně fyzické aktivity (PAL). Hodnoty PAL 1,4, 1,6, 1,8 a 2,0 odrážejí málo aktivní (sedavý), mírně aktivní, aktivní a velmi aktivní životní styl.",,,"NA",,,,"NA",
