"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Énergie",,"Enfants","Enfants","12","12","12","y","12 ans NAP=2.0","1","0","Garçons",,,,,"NA",,"11,4","MJ/jour",2717,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","13","13","13","y","13 ans NAP=1.6","1","0","Garçons",,,,,"NA",,"9,8","MJ/jour",2333,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","13","13","13","y","13 ans NAP=1.8","1","0","Garçons",,,,,"NA",,"11","MJ/jour",2625,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","13","13","13","y","13 ans NAP=2.0","1","0","Garçons",,,,,"NA",,"12,2","MJ/jour",2916,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","14","14","14","y","14 ans NAP=1.6","1","0","Garçons",,,,,"NA",,"10,5","MJ/jour",2513,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","14","14","14","y","14 ans NAP=1.8","1","0","Garçons",,,,,"NA",,"11,8","MJ/jour",2828,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","14","14","14","y","14 ans NAP=2.0","1","0","Garçons",,,,,"NA",,"13,1","MJ/jour",3142,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","15","15","15","y","15 ans NAP=1.6","1","0","Garçons",,,,,"NA",,"11,3","MJ/jour",2699,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","15","15","15","y","15 ans NAP=1.8","1","0","Garçons",,,,,"NA",,"12,7","MJ/jour",3036,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","15","15","15","y","15 ans NAP=2.0","1","0","Garçons",,,,,"NA",,"14,1","MJ/jour",3374,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","16","16","16","y","16 ans NAP=1.6","1","0","Garçons",,,,,"NA",,"11,9","MJ/jour",2845,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","16","16","16","y","16 ans NAP=1.8","1","0","Garçons",,,,,"NA",,"13,4","MJ/jour",3201,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","16","16","16","y","16 ans NAP=2.0","1","0","Garçons",,,,,"NA",,"14,9","MJ/jour",3556,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","17","17","17","y","17 ans NAP=1.6","1","0","Garçons",,,,,"NA",,"12,3","MJ/jour",2940,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","17","17","17","y","17 ans NAP=1.8","1","0","Garçons",,,,,"NA",,"13,8","MJ/jour",3307,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","17","17","17","y","17 ans NAP=2.0","1","0","Garçons",,,,,"NA",,"15,4","MJ/jour",3675,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","1","1","1","y","1 an NAP=1.4","0","1","Filles",,,,,"NA",,"3","MJ/jour",712,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","2","2","2","y","2 ans NAP=1.4","0","1","Filles",,,,,"NA",,"4","MJ/jour",946,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","3","3","3","y","3 ans NAP=1.4","0","1","Filles",,,,,"NA",,"4,6","MJ/jour",1096,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","4","4","4","y","4 ans NAP=1.4","0","1","Filles",,,,,"NA",,"4,9","MJ/jour",1168,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","4","4","4","y","4 ans NAP=1.6","0","1","Filles",,,,,"NA",,"5,6","MJ/jour",1335,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","4","4","4","y","4 ans NAP=1.8","0","1","Filles",,,,,"NA",,"6,3","MJ/jour",1502,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","5","5","5","y","5 ans NAP=1.4","0","1","Filles",,,,,"NA",,"5,2","MJ/jour",1239,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","5","5","5","y","5 ans NAP=1.6","0","1","Filles",,,,,"NA",,"5,9","MJ/jour",1417,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","5","5","5","y","5 ans NAP=1.8","0","1","Filles",,,,,"NA",,"6,7","MJ/jour",1594,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","6","6","6","y","6 ans NAP=1.4","0","1","Filles",,,,,"NA",,"5,5","MJ/jour",1312,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Énergie",,"Enfants","Enfants","6","6","6","y","6 ans NAP=1.6","0","1","Filles",,,,,"NA",,"6,3","MJ/jour",1500,"kcal/jour","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Pour les enfants et les adultes, des BNM en énergie sont fournis pour différents niveaux d'activité physique (NAP). Les valeurs NAP correspondant à 1,4 - 1,6 - 1,8 et 2,0 reflètent respectivement des modes de vie peu actifs (sédentaires), modérément actifs, actifs et très actifs. Les BNM en énergie sont exprimés en unités d'énergie. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
