Classification;Name;Translated;Forms;Target population;Target population Description;From Age;To Age;Age range;Age Unit;Age displayed;Male;Female;Sex;SSI;SSI Unit;Additional information related to SSI results;AIs;AIs Unit;ARs;ARs Unit;ARs alt;ARs alt Unit;PRIs;PRIs Unit;RI;RI Unit;YEAR;AUTHOR;Scientific Opinion on DRV;DOI;Scientific Opinion AR/PRI or AI or RI LINK;Additional information related to AR/PRI or AI or RI results;Additional information 2;Criteria used to set DRVs;UL;UL Unit;Scientific Opinion on the Tolerable Upper Intake Level ;Scientific Opinion UL LINK;Additional information related to UL results;Note for the webtool developer
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;12;12;12;a;12 години PAL=2.0;1;0;Мажи;;;;NA;;11,4;MJ / ден;1096;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;13;13;13;a;13 години PAL=1.6;1;0;Мажи;;;;NA;;9,8;MJ / ден;1168;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;13;13;13;a;13 години PAL=1.8;1;0;Мажи;;;;NA;;11;MJ / ден;1335;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;13;13;13;a;13 години PAL=2.0;1;0;Мажи;;;;NA;;12,2;MJ / ден;1502;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;14;14;14;a;14 години PAL=1.6;1;0;Мажи;;;;NA;;10,5;MJ / ден;1239;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;14;14;14;a;14 години PAL=1.8;1;0;Мажи;;;;NA;;11,8;MJ / ден;1417;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;14;14;14;a;14 години PAL=2.0;1;0;Мажи;;;;NA;;13,1;MJ / ден;1594;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;15;15;15;a;15 години PAL=1.6;1;0;Мажи;;;;NA;;11,3;MJ / ден;1312;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;15;15;15;a;15 години PAL=1.8;1;0;Мажи;;;;NA;;12,7;MJ / ден;1500;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Деца и адолесценти;Деца и адолесценти;15;15;15;a;15 години PAL=2.0;1;0;Мажи;;;;NA;;14,1;MJ / ден;1687;kcal / ден;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
