"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Lytis","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","12","12","12","y","12 metų PAL=1,6","1","0","Vyrai",,,,,"NA",,"9,1","MJ/day",2174,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","12","12","12","y","12 metų PAL=1,8","1","0","Vyrai",,,,,"NA",,"10,2","MJ/day",2445,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","12","12","12","y","12 metų PAL=2,0","1","0","Vyrai",,,,,"NA",,"11,4","MJ/day",2717,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","13","13","13","y","13 metų PAL=1,6","1","0","Vyrai",,,,,"NA",,"9,8","MJ/day",2333,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","13","13","13","y","13 metų PAL=1,8","1","0","Vyrai",,,,,"NA",,"11","MJ/day",2625,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","13","13","13","y","13 metų PAL=2,0","1","0","Vyrai",,,,,"NA",,"12,2","MJ/day",2916,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","14","14","14","y","14 metų PAL=1,6","1","0","Vyrai",,,,,"NA",,"10,5","MJ/day",2513,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","14","14","14","y","14 metų PAL=1,8","1","0","Vyrai",,,,,"NA",,"11,8","MJ/day",2828,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","14","14","14","y","14 metų PAL=2,0","1","0","Vyrai",,,,,"NA",,"13,1","MJ/day",3142,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","15","15","y","15 metų PAL=1,6","1","0","Vyrai",,,,,"NA",,"11,3","MJ/day",2699,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","15","15","y","15 metų PAL=1,8","1","0","Vyrai",,,,,"NA",,"12,7","MJ/day",3036,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","15","15","y","15 metų PAL=2,0","1","0","Vyrai",,,,,"NA",,"14,1","MJ/day",3374,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","16","16","16","y","16 metų PAL=1,6","1","0","Vyrai",,,,,"NA",,"11,9","MJ/day",2845,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","16","16","16","y","16 metų PAL=1,8","1","0","Vyrai",,,,,"NA",,"13,4","MJ/day",3201,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","16","16","16","y","16 metų PAL=2,0","1","0","Vyrai",,,,,"NA",,"14,9","MJ/day",3556,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","17","17","17","y","17 metų PAL=1,6","1","0","Vyrai",,,,,"NA",,"12,3","MJ/day",2940,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","17","17","17","y","17 metų PAL=1,8","1","0","Vyrai",,,,,"NA",,"13,8","MJ/day",3307,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","17","17","17","y","17 metų PAL=2,0","1","0","Vyrai",,,,,"NA",,"15,4","MJ/day",3675,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","1","1","y","1 year PAL=1,4","0","1","Moterys",,,,,"NA",,"3","MJ/day",712,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","2","2","2","y","2 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"4","MJ/day",946,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","3","3","3","y","3 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"4,6","MJ/day",1096,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","4","4","y","4 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"4,9","MJ/day",1168,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","4","4","y","4 metai PAL=1,6","0","1","Moterys",,,,,"NA",,"5,6","MJ/day",1335,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","4","4","y","4 metai PAL=1,8","0","1","Moterys",,,,,"NA",,"6,3","MJ/day",1502,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","5","5","5","y","5 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"5,2","MJ/day",1239,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","5","5","5","y","5 metai PAL=1,6","0","1","Moterys",,,,,"NA",,"5,9","MJ/day",1417,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","5","5","5","y","5 metai PAL=1,8","0","1","Moterys",,,,,"NA",,"6,7","MJ/day",1594,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","6","6","6","y","6 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"5,5","MJ/day",1312,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","6","6","6","y","6 metai PAL=1,6","0","1","Moterys",,,,,"NA",,"6,3","MJ/day",1500,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","6","6","6","y","6 metai PAL=1,8","0","1","Moterys",,,,,"NA",,"7,1","MJ/day",1687,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","7","7","y","7 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"5,8","MJ/day",1392,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","7","7","y","7 metai PAL=1,6","0","1","Moterys",,,,,"NA",,"6,7","MJ/day",1591,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","7","7","y","7 metai PAL=1,8","0","1","Moterys",,,,,"NA",,"7,5","MJ/day",1790,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
"Energy","Energy","Energija",,"Vaikai ir paaugliai","Vaikai ir paaugliai","8","8","8","y","8 metai PAL=1,4","0","1","Moterys",,,,,"NA",,"6,2","MJ/day",1477,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Vaikų ir suaugusių asmenų atveju, vidutinių poreikių vertės energijai pateikiamos pagal skirtingus fizinio aktyvumo lygius . Fizinio aktyvumo lygių  vertės 1,4; 1,6; 1,8 ir 2,0 atitinka žemo aktyvumo (sėdimą) gyvenimo būdą, saikingai aktyvų, aktyvų ir labai aktyvų gyvenimo būdą.",,,"NA",,,,"NA",
